ZIPCode,State,ZIPCodeType,POName,PrimaryRUCA,SecondaryRUCA
36689,AL,Post Office or large volume customer,Mobile,1,1
36691,AL,Post Office or large volume customer,Mobile,1,1
36693,AL,ZIP Code Area,Mobile,1,1
36695,AL,ZIP Code Area,Mobile,1,1
36701,AL,ZIP Code Area,Selma,4,4
36702,AL,Post Office or large volume customer,Selma,4,4
36703,AL,ZIP Code Area,Selma,4,4
36720,AL,ZIP Code Area,Alberta,10,10
36722,AL,ZIP Code Area,Arlington,10,10
36723,AL,Post Office or large volume customer,Boykin,10,10
36726,AL,ZIP Code Area,Camden,10,10
36727,AL,ZIP Code Area,Campbell,10,10
36728,AL,ZIP Code Area,Catherine,10,10
36732,AL,ZIP Code Area,Demopolis,7,7
36736,AL,ZIP Code Area,Dixons Mills,10,10
36738,AL,ZIP Code Area,Faunsdale,9,9
36740,AL,ZIP Code Area,Forkland,8,8
36741,AL,Post Office or large volume customer,Furman,10,10
36742,AL,ZIP Code Area,Gallion,7,7
36744,AL,ZIP Code Area,Greensboro,2,2
36745,AL,Post Office or large volume customer,Jefferson,7,7
36748,AL,ZIP Code Area,Linden,10,10
36749,AL,ZIP Code Area,Jones,2,2
36750,AL,ZIP Code Area,Maplesville,10,10
36751,AL,ZIP Code Area,Lower Peach Tree,10,10
36752,AL,ZIP Code Area,Lowndesboro,2,2
36753,AL,Post Office or large volume customer,Mc Williams,10,10
36754,AL,ZIP Code Area,Magnolia,10,10
36756,AL,ZIP Code Area,Marion,10,10
36758,AL,ZIP Code Area,Plantersville,5,5
36759,AL,ZIP Code Area,Marion Junction,5,5
36761,AL,ZIP Code Area,Minter,2,2
36763,AL,Post Office or large volume customer,Myrtlewood,10,10
36764,AL,Post Office or large volume customer,Nanafalia,10,10
36765,AL,ZIP Code Area,Newbern,2,2
36766,AL,Post Office or large volume customer,Oak Hill,10,10
36767,AL,ZIP Code Area,Orrville,5,5
36768,AL,ZIP Code Area,Pine Apple,10,10
36769,AL,ZIP Code Area,Pine Hill,10,10
36773,AL,ZIP Code Area,Safford,10,10
36775,AL,ZIP Code Area,Sardis,5,5
36776,AL,ZIP Code Area,Sawyerville,2,2
36782,AL,ZIP Code Area,Sweet Water,10,10
36783,AL,ZIP Code Area,Thomaston,9,9
36784,AL,ZIP Code Area,Thomasville,10,10
36785,AL,ZIP Code Area,Tyler,5,5
36786,AL,ZIP Code Area,Uniontown,10,10
36790,AL,ZIP Code Area,Stanton,10,10
36792,AL,ZIP Code Area,Randolph,2,2
36793,AL,ZIP Code Area,Lawley,2,2
36801,AL,ZIP Code Area,Opelika,1,1
36802,AL,Post Office or large volume customer,Opelika,1,1
36803,AL,Post Office or large volume customer,Opelika,1,1
36804,AL,ZIP Code Area,Opelika,2,2
36830,AL,ZIP Code Area,Auburn,1,1
36831,AL,Post Office or large volume customer,Auburn,1,1
36832,AL,ZIP Code Area,Auburn,1,1
36849,AL,ZIP Code Area,Auburn University,1,1
36850,AL,ZIP Code Area,Camp Hill,3,3
36851,AL,Post Office or large volume customer,Cottonton,2,2
36852,AL,ZIP Code Area,Cusseta,2,2
36853,AL,ZIP Code Area,Dadeville,10,10.1
36854,AL,ZIP Code Area,Valley,4,4
36855,AL,ZIP Code Area,Five Points,10,10
36856,AL,ZIP Code Area,Fort Mitchell,2,2
36858,AL,ZIP Code Area,Hatchechubbee,2,2
36859,AL,Post Office or large volume customer,Holy Trinity,2,2
36860,AL,ZIP Code Area,Hurtsboro,2,2
36861,AL,ZIP Code Area,Jacksons Gap,10,10
36862,AL,ZIP Code Area,Lafayette,10,10
36863,AL,ZIP Code Area,Lanett,4,4
36865,AL,Post Office or large volume customer,Loachapoka,1,1
36866,AL,ZIP Code Area,Notasulga,2,2
36867,AL,ZIP Code Area,Phenix City,1,1
36868,AL,Post Office or large volume customer,Phenix City,1,1
36869,AL,ZIP Code Area,Phenix City,1,1
36870,AL,ZIP Code Area,Phenix City,1,1
36871,AL,ZIP Code Area,Pittsview,2,2
36872,AL,Post Office or large volume customer,Valley,4,4
36874,AL,ZIP Code Area,Salem,2,2
36875,AL,ZIP Code Area,Seale,2,2
36877,AL,ZIP Code Area,Smiths Station,1,1
36879,AL,ZIP Code Area,Waverly,2,2
36901,AL,ZIP Code Area,Bellamy,6,6
36904,AL,ZIP Code Area,Butler,10,10
36907,AL,ZIP Code Area,Cuba,6,6
36908,AL,ZIP Code Area,Gilbertown,10,10
36910,AL,ZIP Code Area,Jachin,10,10.2
36912,AL,ZIP Code Area,Lisman,10,10.2
36913,AL,ZIP Code Area,Melvin,10,10
36915,AL,ZIP Code Area,Needham,10,10
36916,AL,ZIP Code Area,Pennington,10,10.2
36919,AL,ZIP Code Area,Silas,10,10
36921,AL,ZIP Code Area,Toxey,10,10
36922,AL,ZIP Code Area,Ward,10,10.2
36925,AL,ZIP Code Area,York,6,6
37010,TN,ZIP Code Area,Adams,2,2
37011,TN,Post Office or large volume customer,Antioch,1,1
37012,TN,ZIP Code Area,Alexandria,3,3
37013,TN,ZIP Code Area,Antioch,1,1
37014,TN,ZIP Code Area,Arrington,2,2
37015,TN,ZIP Code Area,Ashland City,2,2
37016,TN,ZIP Code Area,Auburntown,3,3
37018,TN,ZIP Code Area,Beechgrove,10,10
37019,TN,ZIP Code Area,Belfast,5,5
37020,TN,ZIP Code Area,Bell Buckle,6,6
37022,TN,ZIP Code Area,Bethpage,2,2
37023,TN,ZIP Code Area,Big Rock,2,2
37024,TN,Post Office or large volume customer,Brentwood,1,1
37025,TN,ZIP Code Area,Bon Aqua,2,2
37026,TN,ZIP Code Area,Bradyville,2,2
37027,TN,ZIP Code Area,Brentwood,1,1
37028,TN,ZIP Code Area,Bumpus Mills,2,2
37029,TN,ZIP Code Area,Burns,2,2
37030,TN,ZIP Code Area,Carthage,3,3
37031,TN,ZIP Code Area,Castalian Springs,2,2
37032,TN,ZIP Code Area,Cedar Hill,2,2
37033,TN,ZIP Code Area,Centerville,10,10
37034,TN,ZIP Code Area,Chapel Hill,2,2
37035,TN,ZIP Code Area,Chapmansboro,2,2
37036,TN,ZIP Code Area,Charlotte,2,2
37037,TN,ZIP Code Area,Christiana,2,2
37040,TN,ZIP Code Area,Clarksville,1,1
37041,TN,Post Office or large volume customer,Clarksville,1,1
37042,TN,ZIP Code Area,Clarksville,1,1
37043,TN,ZIP Code Area,Clarksville,1,1
37044,TN,Post Office or large volume customer,Clarksville,1,1
37046,TN,ZIP Code Area,College Grove,2,2
37047,TN,ZIP Code Area,Cornersville,5,5
37048,TN,ZIP Code Area,Cottontown,2,2
37049,TN,ZIP Code Area,Cross Plains,2,2
37050,TN,ZIP Code Area,Cumberland City,3,3
37051,TN,ZIP Code Area,Cumberland Furnace,5,5
37052,TN,ZIP Code Area,Cunningham,2,2
37055,TN,ZIP Code Area,Dickson,4,4
37056,TN,Post Office or large volume customer,Dickson,4,4
37057,TN,ZIP Code Area,Dixon Springs,10,10
37058,TN,ZIP Code Area,Dover,2,2
37059,TN,ZIP Code Area,Dowelltown,3,3
37060,TN,ZIP Code Area,Eagleville,2,2
37061,TN,ZIP Code Area,Erin,10,10
37062,TN,ZIP Code Area,Fairview,2,2
37063,TN,Post Office or large volume customer,Fosterville,2,2.1
37064,TN,ZIP Code Area,Franklin,1,1
37065,TN,Post Office or large volume customer,Franklin,1,1
37066,TN,ZIP Code Area,Gallatin,1,1
37067,TN,ZIP Code Area,Franklin,1,1
37068,TN,Post Office or large volume customer,Franklin,1,1
37069,TN,ZIP Code Area,Franklin,1,1
37070,TN,Post Office or large volume customer,Goodlettsville,1,1
37071,TN,Post Office or large volume customer,Gladeville,2,2
37072,TN,ZIP Code Area,Goodlettsville,1,1
37073,TN,ZIP Code Area,Greenbrier,1,1
37074,TN,ZIP Code Area,Hartsville,2,2
37075,TN,ZIP Code Area,Hendersonville,1,1
37076,TN,ZIP Code Area,Hermitage,1,1
37077,TN,Post Office or large volume customer,Hendersonville,1,1
37078,TN,ZIP Code Area,Hurricane Mills,10,10
37079,TN,ZIP Code Area,Indian Mound,2,2
37080,TN,ZIP Code Area,Joelton,2,2
37082,TN,ZIP Code Area,Kingston Springs,2,2
37083,TN,ZIP Code Area,Lafayette,10,10
37085,TN,ZIP Code Area,Lascassas,2,2.1
37086,TN,ZIP Code Area,La Vergne,1,1
37087,TN,ZIP Code Area,Lebanon,4,4.1
37088,TN,Post Office or large volume customer,Lebanon,4,4.1
37089,TN,Post Office or large volume customer,La Vergne,1,1
37090,TN,ZIP Code Area,Lebanon,2,2
37091,TN,ZIP Code Area,Lewisburg,4,4
37095,TN,ZIP Code Area,Liberty,3,3
37096,TN,ZIP Code Area,Linden,10,10
37097,TN,ZIP Code Area,Lobelville,10,10
37098,TN,ZIP Code Area,Lyles,3,3
37101,TN,ZIP Code Area,Mc Ewen,5,5
37110,TN,ZIP Code Area,McMinnville,4,4
37111,TN,Post Office or large volume customer,McMinnville,4,4
37115,TN,ZIP Code Area,Madison,1,1
37116,TN,Post Office or large volume customer,Madison,1,1
37118,TN,ZIP Code Area,Milton,2,2.1
37119,TN,Post Office or large volume customer,Mitchellville,4,4.1
37121,TN,Post Office or large volume customer,Mount Juliet,1,1
37122,TN,ZIP Code Area,Mount Juliet,1,1
37127,TN,ZIP Code Area,Murfreesboro,1,1.1
37128,TN,ZIP Code Area,Murfreesboro,1,1.1
37129,TN,ZIP Code Area,Murfreesboro,1,1.1
37130,TN,ZIP Code Area,Murfreesboro,1,1.1
37131,TN,Post Office or large volume customer,Murfreesboro,1,1.1
37132,TN,ZIP Code Area,Murfreesboro,1,1.1
37133,TN,Post Office or large volume customer,Murfreesboro,1,1.1
37134,TN,ZIP Code Area,New Johnsonville,10,10
37135,TN,ZIP Code Area,Nolensville,1,1
37136,TN,Post Office or large volume customer,Norene,6,6
37137,TN,ZIP Code Area,Nunnelly,2,2
37138,TN,ZIP Code Area,Old Hickory,1,1
37140,TN,ZIP Code Area,Only,3,3
37141,TN,ZIP Code Area,Orlinda,2,2
37142,TN,ZIP Code Area,Palmyra,2,2
37143,TN,ZIP Code Area,Pegram,2,2
37144,TN,ZIP Code Area,Petersburg,5,5
37145,TN,ZIP Code Area,Pleasant Shade,3,3
37146,TN,ZIP Code Area,Pleasant View,2,2
37148,TN,ZIP Code Area,Portland,2,2
37149,TN,ZIP Code Area,Readyville,2,2
37150,TN,ZIP Code Area,Red Boiling Springs,3,3
37151,TN,ZIP Code Area,Riddleton,3,3
37152,TN,Post Office or large volume customer,Ridgetop,2,2
37153,TN,ZIP Code Area,Rockvale,2,2
37160,TN,ZIP Code Area,Shelbyville,4,4
37161,TN,Post Office or large volume customer,Shelbyville,4,4
37162,TN,Post Office or large volume customer,Shelbyville,4,4
37165,TN,Post Office or large volume customer,Slayden,5,5
37166,TN,ZIP Code Area,Smithville,9,9
37167,TN,ZIP Code Area,Smyrna,1,1
37171,TN,ZIP Code Area,Southside,2,2
37172,TN,ZIP Code Area,Springfield,4,4.1
37174,TN,ZIP Code Area,Spring Hill,2,2
37175,TN,ZIP Code Area,Stewart,10,10
37178,TN,ZIP Code Area,Tennessee Ridge,10,10
37179,TN,ZIP Code Area,Thompsons Station,2,2
37180,TN,ZIP Code Area,Unionville,2,2
37181,TN,ZIP Code Area,Vanleer,5,5
37183,TN,ZIP Code Area,Wartrace,6,6
37184,TN,ZIP Code Area,Watertown,6,6
37185,TN,ZIP Code Area,Waverly,10,10
37186,TN,ZIP Code Area,Westmoreland,2,2
37187,TN,ZIP Code Area,White Bluff,2,2
37188,TN,ZIP Code Area,White House,2,2
37189,TN,ZIP Code Area,Whites Creek,1,1
37190,TN,ZIP Code Area,Woodbury,2,2
37191,TN,ZIP Code Area,Woodlawn,2,2
37201,TN,ZIP Code Area,Nashville,1,1
37202,TN,Post Office or large volume customer,Nashville,1,1
37203,TN,ZIP Code Area,Nashville,1,1
37204,TN,ZIP Code Area,Nashville,1,1
37205,TN,ZIP Code Area,Nashville,1,1
37206,TN,ZIP Code Area,Nashville,1,1
37207,TN,ZIP Code Area,Nashville,1,1
37208,TN,ZIP Code Area,Nashville,1,1
37209,TN,ZIP Code Area,Nashville,1,1
37210,TN,ZIP Code Area,Nashville,1,1
37211,TN,ZIP Code Area,Nashville,1,1
37212,TN,ZIP Code Area,Nashville,1,1
37213,TN,ZIP Code Area,Nashville,1,1
37214,TN,ZIP Code Area,Nashville,1,1
37215,TN,ZIP Code Area,Nashville,1,1
37216,TN,ZIP Code Area,Nashville,1,1
37217,TN,ZIP Code Area,Nashville,1,1
37218,TN,ZIP Code Area,Nashville,1,1
37219,TN,ZIP Code Area,Nashville,1,1
37220,TN,ZIP Code Area,Nashville,1,1
37221,TN,ZIP Code Area,Nashville,1,1
37222,TN,Post Office or large volume customer,Nashville,1,1
37224,TN,Post Office or large volume customer,Nashville,1,1
37227,TN,Post Office or large volume customer,Nashville,1,1
37228,TN,ZIP Code Area,Nashville,1,1
37229,TN,Post Office or large volume customer,Nashville,1,1
37230,TN,Post Office or large volume customer,Nashville,1,1
37232,TN,ZIP Code Area,Nashville,1,1
37234,TN,Post Office or large volume customer,Nashville,1,1
37235,TN,Post Office or large volume customer,Nashville,1,1
37236,TN,Post Office or large volume customer,Nashville,1,1
37238,TN,Post Office or large volume customer,Nashville,1,1
37240,TN,ZIP Code Area,Nashville,1,1
37241,TN,Post Office or large volume customer,Nashville,1,1
37242,TN,Post Office or large volume customer,Nashville,1,1
37243,TN,ZIP Code Area,Nashville,1,1
37244,TN,Post Office or large volume customer,Nashville,1,1
37246,TN,Post Office or large volume customer,Nashville,1,1
37250,TN,Post Office or large volume customer,Nashville,1,1
37301,TN,ZIP Code Area,Altamont,10,10
37302,TN,ZIP Code Area,Apison,2,2
37303,TN,ZIP Code Area,Athens,4,4
37304,TN,Post Office or large volume customer,Bakewell,2,2
37305,TN,ZIP Code Area,Beersheba Springs,10,10
37306,TN,ZIP Code Area,Belvidere,5,5
37307,TN,ZIP Code Area,Benton,2,2
37308,TN,ZIP Code Area,Birchwood,2,2
37309,TN,ZIP Code Area,Calhoun,10,10
37310,TN,ZIP Code Area,Charleston,2,2
37311,TN,ZIP Code Area,Cleveland,1,1
37312,TN,ZIP Code Area,Cleveland,1,1
37313,TN,ZIP Code Area,Coalmont,3,3
37314,TN,Post Office or large volume customer,Coker Creek,10,10
37315,TN,Post Office or large volume customer,Collegedale,1,1
37316,TN,Post Office or large volume customer,Conasauga,2,2
37317,TN,ZIP Code Area,Copperhill,10,10
37318,TN,ZIP Code Area,Cowan,5,5
37320,TN,Post Office or large volume customer,Cleveland,1,1
37321,TN,ZIP Code Area,Dayton,8,8
37322,TN,ZIP Code Area,Decatur,10,10
37323,TN,ZIP Code Area,Cleveland,2,2
37324,TN,ZIP Code Area,Decherd,6,6
37325,TN,ZIP Code Area,Delano,10,10
37326,TN,Post Office or large volume customer,Ducktown,10,10
37327,TN,ZIP Code Area,Dunlap,10,10
37328,TN,ZIP Code Area,Elora,6,6
37329,TN,ZIP Code Area,Englewood,10,10
37330,TN,ZIP Code Area,Estill Springs,6,6
37331,TN,ZIP Code Area,Etowah,9,9
37332,TN,ZIP Code Area,Evensville,8,8
37333,TN,ZIP Code Area,Farner,10,10
37334,TN,ZIP Code Area,Fayetteville,5,5
37335,TN,ZIP Code Area,Flintville,6,6
37336,TN,ZIP Code Area,Georgetown,2,2
37337,TN,ZIP Code Area,Grandview,10,10
37338,TN,ZIP Code Area,Graysville,8,8
37339,TN,ZIP Code Area,Gruetli Laager,3,3
37340,TN,ZIP Code Area,Guild,2,2
37341,TN,ZIP Code Area,Harrison,2,2
37342,TN,ZIP Code Area,Hillsboro,10,10
37343,TN,ZIP Code Area,Hixson,1,1
37345,TN,ZIP Code Area,Huntland,6,6
37347,TN,ZIP Code Area,Jasper,2,2
37348,TN,ZIP Code Area,Kelso,6,6
37349,TN,Post Office or large volume customer,Manchester,4,4
37350,TN,ZIP Code Area,Lookout Mountain,1,1
37351,TN,ZIP Code Area,Lupton City,1,1
37352,TN,ZIP Code Area,Lynchburg,6,6
37353,TN,ZIP Code Area,Mc Donald,2,2.1
37354,TN,ZIP Code Area,Madisonville,10,10
37355,TN,ZIP Code Area,Manchester,4,4
37356,TN,ZIP Code Area,Monteagle,10,10
37357,TN,ZIP Code Area,Morrison,5,5
37359,TN,ZIP Code Area,Mulberry,5,5
37360,TN,ZIP Code Area,Normandy,6,6
37361,TN,ZIP Code Area,Ocoee,2,2
37362,TN,ZIP Code Area,Old Fort,2,2
37363,TN,ZIP Code Area,Ooltewah,1,1
37364,TN,Post Office or large volume customer,Cleveland,1,1
37365,TN,ZIP Code Area,Palmer,3,3
37366,TN,ZIP Code Area,Pelham,10,10
37367,TN,ZIP Code Area,Pikeville,10,10
37369,TN,ZIP Code Area,Reliance,10,10
37370,TN,ZIP Code Area,Riceville,10,10
37371,TN,Post Office or large volume customer,Athens,5,5
37373,TN,ZIP Code Area,Sale Creek,2,2
37374,TN,ZIP Code Area,Sequatchie,2,2
37375,TN,ZIP Code Area,Sewanee,10,10
37376,TN,ZIP Code Area,Sherwood,10,10
37377,TN,ZIP Code Area,Signal Mountain,1,1
37378,TN,Post Office or large volume customer,Smartt,5,5
37379,TN,ZIP Code Area,Soddy Daisy,1,1
37380,TN,ZIP Code Area,South Pittsburg,10,10
37381,TN,ZIP Code Area,Spring City,10,10
37382,TN,Post Office or large volume customer,Summitville,10,10
37383,TN,Post Office or large volume customer,Sewanee,10,10
37384,TN,Post Office or large volume customer,Soddy Daisy,1,1
37385,TN,ZIP Code Area,Tellico Plains,10,10
37387,TN,ZIP Code Area,Tracy City,10,10
37388,TN,ZIP Code Area,Tullahoma,4,4
37389,TN,Post Office or large volume customer,Arnold AFB,5,5
37391,TN,ZIP Code Area,Turtletown,10,10
37394,TN,Post Office or large volume customer,Viola,5,5
37396,TN,ZIP Code Area,Whiteside,2,2
37397,TN,ZIP Code Area,Whitwell,2,2
37398,TN,ZIP Code Area,Winchester,4,4
37401,TN,Post Office or large volume customer,Chattanooga,1,1
37402,TN,ZIP Code Area,Chattanooga,1,1
37403,TN,ZIP Code Area,Chattanooga,1,1
37404,TN,ZIP Code Area,Chattanooga,1,1
37405,TN,ZIP Code Area,Chattanooga,1,1
37406,TN,ZIP Code Area,Chattanooga,1,1
37407,TN,ZIP Code Area,Chattanooga,1,1
37408,TN,ZIP Code Area,Chattanooga,1,1
37409,TN,ZIP Code Area,Chattanooga,1,1
37410,TN,ZIP Code Area,Chattanooga,1,1
37411,TN,ZIP Code Area,Chattanooga,1,1
37412,TN,ZIP Code Area,Chattanooga,1,1
37414,TN,Post Office or large volume customer,Chattanooga,1,1
37415,TN,ZIP Code Area,Chattanooga,1,1
37416,TN,ZIP Code Area,Chattanooga,1,1
37419,TN,ZIP Code Area,Chattanooga,1,1
37421,TN,ZIP Code Area,Chattanooga,1,1
37422,TN,Post Office or large volume customer,Chattanooga,1,1
37424,TN,Post Office or large volume customer,Chattanooga,1,1
37450,TN,ZIP Code Area,Chattanooga,1,1
37501,TN,Post Office or large volume customer,Memphis,1,1
37544,TN,Post Office or large volume customer,Memphis,1,1
37601,TN,ZIP Code Area,Johnson City,1,1
37602,TN,Post Office or large volume customer,Johnson City,1,1
37604,TN,ZIP Code Area,Johnson City,1,1
37605,TN,Post Office or large volume customer,Johnson City,1,1
37614,TN,ZIP Code Area,Johnson City,1,1
37615,TN,ZIP Code Area,Johnson City,1,1
37616,TN,ZIP Code Area,Afton,5,5
37617,TN,ZIP Code Area,Blountville,2,2
37618,TN,ZIP Code Area,Bluff City,2,2
37620,TN,ZIP Code Area,Bristol,1,1
37621,TN,Post Office or large volume customer,Bristol,1,1
37625,TN,Post Office or large volume customer,Bristol,1,1
37640,TN,ZIP Code Area,Butler,10,10
37641,TN,ZIP Code Area,Chuckey,5,5
37642,TN,ZIP Code Area,Church Hill,2,2
37643,TN,ZIP Code Area,Elizabethton,1,1
37644,TN,Post Office or large volume customer,Elizabethton,1,1
37645,TN,ZIP Code Area,Mount Carmel,1,1
37650,TN,ZIP Code Area,Erwin,2,2
37656,TN,ZIP Code Area,Fall Branch,2,2
37657,TN,ZIP Code Area,Flag Pond,2,2
37658,TN,ZIP Code Area,Hampton,2,2
37659,TN,ZIP Code Area,Jonesborough,2,2
37660,TN,ZIP Code Area,Kingsport,1,1
37662,TN,Post Office or large volume customer,Kingsport,1,1
37663,TN,ZIP Code Area,Kingsport,1,1
37664,TN,ZIP Code Area,Kingsport,1,1
37665,TN,ZIP Code Area,Kingsport,1,1
37669,TN,Post Office or large volume customer,Kingsport,1,1
37680,TN,ZIP Code Area,Laurel Bloomery,10,10
37681,TN,ZIP Code Area,Limestone,2,2
37682,TN,Post Office or large volume customer,Milligan College,1,1
37683,TN,ZIP Code Area,Mountain City,10,10
37684,TN,Post Office or large volume customer,Mountain Home,1,1
37686,TN,ZIP Code Area,Piney Flats,2,2
37687,TN,ZIP Code Area,Roan Mountain,2,2
37688,TN,ZIP Code Area,Shady Valley,10,10
37690,TN,ZIP Code Area,Telford,2,2
37691,TN,ZIP Code Area,Trade,10,10
37692,TN,ZIP Code Area,Unicoi,2,2
37694,TN,ZIP Code Area,Watauga,2,2
37699,TN,Post Office or large volume customer,Piney Flats,2,2
37701,TN,ZIP Code Area,Alcoa,1,1
37705,TN,ZIP Code Area,Andersonville,2,2
37707,TN,Post Office or large volume customer,Arthur,10,10
37708,TN,ZIP Code Area,Bean Station,2,2
37709,TN,ZIP Code Area,Blaine,2,2
37710,TN,ZIP Code Area,Briceville,2,2
37711,TN,ZIP Code Area,Bulls Gap,3,3
37713,TN,ZIP Code Area,Bybee,2,2
37714,TN,ZIP Code Area,Caryville,2,2
37715,TN,ZIP Code Area,Clairfield,10,10
37716,TN,ZIP Code Area,Clinton,1,1
37717,TN,Post Office or large volume customer,Clinton,1,1
37719,TN,Post Office or large volume customer,Coalfield,2,2
37721,TN,ZIP Code Area,Corryton,1,1
37722,TN,ZIP Code Area,Cosby,6,6
37723,TN,ZIP Code Area,Crab Orchard,5,5
37724,TN,ZIP Code Area,Cumberland Gap,10,10
37725,TN,ZIP Code Area,Dandridge,10,10
37726,TN,ZIP Code Area,Deer Lodge,10,10
37727,TN,ZIP Code Area,Del Rio,5,5
37729,TN,ZIP Code Area,Duff,5,5
37730,TN,Post Office or large volume customer,Eagan,10,10
37731,TN,ZIP Code Area,Eidson,8,8
37732,TN,Post Office or large volume customer,Elgin,10,10
37733,TN,ZIP Code Area,Rugby,10,10
37737,TN,ZIP Code Area,Friendsville,2,2
37738,TN,ZIP Code Area,Gatlinburg,10,10
37742,TN,ZIP Code Area,Greenback,2,2
37743,TN,ZIP Code Area,Greeneville,5,5
37744,TN,Post Office or large volume customer,Greeneville,4,4
37745,TN,ZIP Code Area,Greeneville,4,4
37748,TN,ZIP Code Area,Harriman,4,4.1
37752,TN,ZIP Code Area,Harrogate,5,5
37753,TN,ZIP Code Area,Hartford,6,6
37754,TN,ZIP Code Area,Heiskell,2,2
37755,TN,ZIP Code Area,Helenwood,10,10
37756,TN,ZIP Code Area,Huntsville,2,2
37757,TN,ZIP Code Area,Jacksboro,4,4
37760,TN,ZIP Code Area,Jefferson City,1,1
37762,TN,ZIP Code Area,Jellico,10,10
37763,TN,ZIP Code Area,Kingston,2,2
37764,TN,ZIP Code Area,Kodak,5,5
37765,TN,ZIP Code Area,Kyles Ford,10,10
37766,TN,ZIP Code Area,La Follette,4,4
37769,TN,ZIP Code Area,Rocky Top,2,2
37770,TN,ZIP Code Area,Lancing,10,10
37771,TN,ZIP Code Area,Lenoir City,1,1
37772,TN,ZIP Code Area,Lenoir City,1,1
37773,TN,Post Office or large volume customer,Lone Mountain,10,10
37774,TN,ZIP Code Area,Loudon,2,2
37777,TN,ZIP Code Area,Louisville,1,1
37778,TN,ZIP Code Area,Lowland,2,2
37779,TN,ZIP Code Area,Luttrell,2,2
37801,TN,ZIP Code Area,Maryville,1,1
37802,TN,Post Office or large volume customer,Maryville,1,1
37803,TN,ZIP Code Area,Maryville,1,1
37804,TN,ZIP Code Area,Maryville,1,1
37806,TN,ZIP Code Area,Mascot,2,2
37807,TN,ZIP Code Area,Maynardville,2,2
37809,TN,ZIP Code Area,Midway,5,5
37810,TN,ZIP Code Area,Mohawk,5,5
37811,TN,ZIP Code Area,Mooresburg,2,2
